QtdDependentes,NivelDeEducacao,EstaEmpregado,RendaAnual,ValorDoEmprestimo,PeriodoDePagamento,ScoreCivil,ValorPossesImobiliarias,ValorPossesComerciais,ValorPossesLuxuosas,ValorPossesFinanceiras,StatusDoEmprestimo
2,1,1,0.812710784193578,1.0134352286772483,4,559,-0.4860501614341702,1.7557814151800912,0.3281392893106166,1.8740127992469302,1
2,1,0,-0.13006153124996786,-0.152251111829967,16,587,0.08436184885290557,0.257335788948365,-0.4731303240724872,0.04306658081724149,1
5,1,1,1.7917435733080296,1.898908506562537,18,817,2.6430671521406452,-0.9794764739730597,1.9751934945981078,2.0949890669884446,1
4,0,1,-1.689261899098909,-1.553316424939601,20,655,-1.170544573778661,-1.1221855812332242,-1.5303610639529712,-1.4090631786269945,1
5,1,1,0.7039293631808612,1.0134352286772483,6,382,1.616325533623909,0.49518430104863903,0.7399028406324893,1.2742200725199633,0
2,1,1,-1.1816152677062306,-1.1834351822786575,6,765,-0.3556702733685529,-0.7891976642928406,-1.274399937455591,-1.2512229873830558,1
2,1,1,-0.20258247859177908,-0.5445493995006645,20,516,0.03546939082829907,0.6616782595188307,-0.295070409987353,0.07463461906602922,0
4,0,1,-0.23884295226268468,0.015876725743189074,8,383,-0.4045627313931594,-1.1221855812332242,-0.6511902381576213,0.011498542568453752,0
2,0,0,-0.45640579428811834,-0.08499997680070456,6,633,-1.0401646857130438,-1.0984007300231966,-0.39522911166024094,-0.4620220311633623,1
1,1,0,0.34132462647180506,0.03829377075294322,2,547,1.616325533623909,-0.6702734082427035,-0.01685179422933086,-0.39888595466578686,0
5,0,1,1.3203574155862565,1.282439768794298,10,843,2.6267696661324433,1.1849449861394337,0.36152552320157927,2.031852990490869,1
3,0,1,-0.5651872153008352,-0.1858766793445982,8,783,-0.1112079832455204,-1.0746158788131692,-0.2060404529447859,0.011498542568453752,1
3,0,1,-1.4354385834025698,-1.3067289298323053,14,790,-0.86089233962282,-1.1221855812332242,-1.2521424481949492,-1.1880869108854804,1
1,0,1,-0.20258247859177908,-0.0737914542958275,16,409,0.8992361492630138,-0.8367673667128953,-0.25055543146606946,-0.1147736104266972,0
0,0,0,-0.49266626795902396,-0.7911368946079601,14,376,0.426609055025151,0.49518430104863903,-0.32845664387831564,-0.5882941841585132,0
3,0,0,-1.2903966887189473,-1.3627715423566906,8,625,-0.665322507524394,-0.7178431106627583,-1.274399937455591,-1.219654949134268,1
0,0,0,0.12376178444637143,-0.44367269695677086,18,707,0.9318311212794181,-0.5275643009825391,-0.23942668683574858,0.8638355752857226,1
3,1,1,1.6104412049535015,0.6323454635114281,6,645,1.6652179916485155,1.9460602248603103,1.073765179542116,1.6846045697542038,1
4,0,1,0.5951479421681444,0.8116818235894612,6,887,-0.5838350774833831,-0.31350064009229256,0.5507141819170343,-0.05163753392912172,1
5,1,0,1.7554830996371238,2.549002811845407,18,319,1.9585727397961545,0.06705697926814583,0.5618429265473552,0.07463461906602922,0
1,0,0,-1.1090943203644192,-1.1161840472493951,20,647,-0.5023476474423724,-0.6464885570326762,-0.8960226200246808,-0.9986786813927538,1
2,0,1,0.3050641528008995,0.8565159136089694,6,888,0.7688562611973965,-0.5275643009825391,0.2502380768983704,-0.020069495680333987,1
2,0,0,-0.673968636313552,-0.4997153094811562,10,420,-0.046018039212711755,0.257335788948365,-0.5399027918544125,-0.4304539929145746,0
0,1,0,0.6676688895099556,0.3969664909090095,2,791,-0.5186451334505745,-0.9319067715530049,0.5952291604383179,1.5899004550078406,1
5,0,0,-0.13006153124996786,0.15037899580171393,12,891,-0.2089928992947334,-0.8605522179229227,-0.45087283481184537,-0.36731791641699907,1
2,0,1,-1.7255223727698148,-1.586941992454232,16,641,-1.072759657729448,-1.0984007300231966,-1.5860047871045757,-1.5037672933733577,1
5,0,1,0.45010604748452193,0.8228903460943382,20,819,1.0296160373286312,0.42382974741855683,0.7621603298931311,1.2110839960223878,1
4,0,1,1.7192226259662182,1.9549511190869224,18,387,0.71996380317279,2.2552632905906664,0.5729716711776761,0.16933873381239245,0
5,1,1,-0.2751034259335903,-0.28675338188849187,2,686,0.5406914570825662,-1.0984007300231966,0.08330690744355711,-0.2094777251730604,1
1,1,1,0.26880367912999387,-0.32037894940312306,4,415,1.3881607295090788,-0.9319067715530049,0.27249556615901216,0.8006994987881472,0
2,1,1,-1.7255223727698148,-1.6093590374639863,6,885,-1.1868420597868632,-1.1459704324432516,-1.6193910209955384,-1.47219925512457,0
4,1,0,1.1027945735608229,1.1927715887552817,4,722,1.6326230196321112,2.160123885750557,1.262953838257571,0.011498542568453752,1
4,1,0,0.08750131077546582,0.6211369410065509,20,761,-0.4045627313931594,-0.7654128130828132,-0.061366772750614404,0.4218830398026943,1
1,1,1,0.7764503105226724,0.03829377075294322,8,389,-0.2089928992947334,-0.9319067715530049,1.0515076902814742,0.3271789250563311,0
1,1,1,1.5741807312825957,1.4617761288723312,12,600,-0.8282973676064157,-0.14700668162210076,1.5745586879065558,0.5481551927978453,1
5,1,0,-1.0728338466935137,-0.9816817771908702,2,407,-0.86089233962282,-0.6940582594527309,-1.1408550018917403,-0.9039745666463906,1
3,1,1,-0.38388484694630715,-0.09620849930558165,18,829,-0.32307530135214857,-0.19457638404215555,-0.3618428777692783,-0.6829982989048765,1
2,0,0,-0.7827500573262688,-1.0040988222006244,6,895,-1.0075697136966395,-0.21836123525218296,-0.4397440901815245,-1.0618147578903294,1
5,1,1,-0.7102291099844577,-0.4212556519470167,12,441,0.21474173691852289,-0.5513491521925665,-0.8403788968730764,-0.9039745666463906,0
4,0,0,-0.16632200492087346,-0.5669664445104187,16,895,0.426609055025151,0.8043873667789951,-0.10588175127189794,0.20090677206118018,1
4,1,0,-1.1090943203644192,-1.1834351822786575,4,826,-0.7794049095818092,-1.1459704324432516,-0.873765130764039,-1.2512229873830558,1
1,1,0,-0.9640524256807969,-0.8583880296372225,8,453,-0.6816199935325962,-0.6464885570326762,-0.7513489398305093,-0.4620220311633623,0
0,1,0,-0.09380105757906224,0.29608978836511585,2,701,-0.29048032933574425,-0.5989188546126213,-0.35071413313895744,0.6744273457929962,1
2,0,1,-1.326657162389853,-1.3627715423566906,8,627,-1.154247087770459,-1.0746158788131692,-1.363429894498158,-1.1249508343879049,1
3,1,0,-0.673968636313552,-0.4324641744518938,2,543,-0.2089928992947334,-0.6227037058226488,-0.6511902381576213,-0.7777024136512397,1
0,1,0,1.2478364682444454,0.29608978836511585,18,411,0.9807235793040247,0.11462668168820063,1.830519814403936,1.7477406462517793,0
5,1,1,-1.1816152677062306,-1.0153073447055014,4,583,-0.8445948536146178,-0.7178431106627583,-0.9850525770672479,-0.8092704519000274,1
2,0,0,-1.1090943203644192,-0.8247624621225913,2,889,-1.072759657729448,-0.8843370691329501,-0.8626363861337182,-0.7145663371536642,1
3,0,0,-0.9277919520098913,-0.7014687145689436,8,684,-0.6164300494997875,-0.5751340034025939,-0.9627950878066062,-1.0302467196415415,1
5,1,0,0.6676688895099556,0.6323454635114281,10,578,-1.0890571437376504,1.6606420103399815,1.3742412845607799,-0.4620220311633623,1
1,1,0,-0.7464895836553632,-0.44367269695677086,20,445,-0.09491049723731824,-0.47999459856248433,-0.6178040042666587,-0.7145663371536642,0
4,1,1,1.4291388365989734,1.282439768794298,10,369,2.724554582181656,0.5189691522586664,1.3964987738214216,2.284397296481171,0
1,0,0,1.3928783629280679,0.8228903460943382,18,794,0.19844425091032072,1.6844268615500089,0.684259117480885,1.779308684500567,1
0,1,1,1.175315520902634,0.4866346709480261,16,492,1.518540617574696,1.0422358788792692,0.5729716711776761,0.7375634222905717,0
3,0,1,-0.49266626795902396,-0.1858766793445982,16,557,0.426609055025151,-0.19457638404215555,-0.5510315364847334,-0.8724065283976029,1
4,1,1,1.646701678624407,1.898908506562537,6,519,-0.2089928992947334,-0.8367673667128953,1.5077862201246304,2.3159653347299587,0
0,0,1,-1.1090943203644192,-1.0265158672103787,18,699,-0.27418284332754206,-1.0984007300231966,-0.9294088539156434,-0.9039745666463906,1
3,0,1,1.5016597839407846,1.091894886211388,2,741,0.13325430687751205,-0.19457638404215555,2.2979270888774135,2.757917870212987,1
5,1,0,-1.3991781097316642,-1.2394777948030429,18,508,-1.1379496017622568,-0.7178431106627583,-1.3968161283891207,-1.2512229873830558,0
5,0,1,-1.3991781097316642,-1.3515630198518136,10,647,-0.7305124515572027,-0.6702734082427035,-1.174241235782703,-1.0933827961391172,1
1,1,0,1.5741807312825957,1.5402357864064709,14,656,1.6489205056403133,1.0184510276692418,1.3964987738214216,2.410669449476322,1
4,1,1,-0.38388484694630715,-0.47729826447140206,2,439,-1.1216521157540547,0.6616782595188307,-0.005723049599009974,-0.746134375402452,0
5,0,1,-1.2541362150480417,-1.2170607497932888,12,350,-0.6979174795407983,-0.6940582594527309,-1.163112491152382,-1.1565188726366926,0
5,1,0,-1.507959530744381,-1.418814154881076,6,493,-1.0238671997048416,-1.0270461763931145,-1.3411724052375162,-1.219654949134268,0
4,1,0,-1.5804804780861923,-1.4636482449005843,6,851,-1.154247087770459,-0.8843370691329501,-1.4190736176497625,-1.2827910256318436,1
2,1,0,-0.20258247859177908,-0.2643363368787377,18,492,0.11695682086930989,-0.8605522179229227,-0.5287740472240916,-0.6829982989048765,0
4,1,1,-0.8190105309971745,-1.0601414347250098,6,861,-0.14380295526192474,-0.5751340034025939,-0.9071513646550017,-0.6829982989048765,1
3,0,1,0.45010604748452193,-0.02895736427631921,2,664,1.8118953657223351,0.85195706919905,0.21685184300740773,0.5481551927978453,1
5,1,1,-1.5442200044152867,-1.5196908574249697,16,362,-0.8282973676064157,-0.8367673667128953,-1.4302023622800832,-1.219654949134268,0
0,1,0,-0.5651872153008352,-0.6118005345299269,6,703,-1.072759657729448,0.28112064015839244,-0.6957052166789048,-0.7145663371536642,1
1,0,1,-0.02128011023725102,0.21763013083097638,12,758,-0.8934873116392243,-0.5037794497725118,-0.41748660092088274,0.3271789250563311,1
3,0,1,-0.2751034259335903,-0.5781749670152957,2,396,-1.056462171721246,0.8043873667789951,-0.6957052166789048,-0.17790968692427267,0
0,1,1,0.12376178444637143,-0.47729826447140206,2,828,0.1495517928857142,0.4476145986285842,0.28362431078933303,0.2956108868075434,1
5,1,1,-0.45640579428811834,-0.5445493995006645,20,709,0.13325430687751205,-0.9556916227630323,-0.31732789924799476,-0.8408384901488152,1
4,0,1,0.23254320545908824,0.29608978836511585,10,528,1.1436984393860463,-0.5989188546126213,-0.3061991546176739,0.7375634222905717,0
2,1,1,-0.23884295226268468,0.1279619507919598,14,623,0.426609055025151,0.4476145986285842,0.2391093322680495,-0.1147736104266972,1
4,0,1,0.7764503105226724,1.080686363706511,14,599,0.31252665296773585,0.5189691522586664,0.6174866496989596,0.6112912692954208,1
4,1,1,0.16002225811727702,-0.24191929186898356,4,622,0.622178887123577,-0.3610703425123473,0.027663184291952685,0.5165871545490576,1
0,0,0,0.3775851001427107,-0.19708520184947528,6,385,1.5348381035828982,0.6616782595188307,0.7955465637840938,0.8006994987881472,0
4,1,1,-0.3113638996044959,-0.2643363368787377,2,579,0.6058814011153748,0.5665388546787212,-0.295070409987353,-0.9039745666463906,1
4,0,0,1.2115759945735398,0.3409238783846241,20,846,0.8992361492630138,-0.8367673667128953,1.3297263060394964,2.3159653347299587,1
3,1,0,1.1390550472317285,1.0134352286772483,10,449,-0.013423067196307422,0.3049054913684198,1.4966574754943096,1.2742200725199633,0
1,0,0,0.812710784193578,1.125520453726019,14,666,-0.5838350774833831,1.6130723079199267,0.19459435374676598,0.2956108868075434,1
5,1,0,0.812710784193578,0.29608978836511585,4,380,-0.7957023955900113,-1.0508310276031418,0.2947530554196539,0.4218830398026943,0
2,1,1,-0.5289267416299296,-0.7575113270933289,4,589,-0.5512401054669789,0.4476145986285842,-0.26168417609639033,-0.6829982989048765,1
1,1,0,0.45010604748452193,0.5202602384626573,12,845,0.31252665296773585,-0.45620974735245695,0.049920673552594455,-0.27261380167063587,1
3,0,0,0.08750131077546582,0.27367274335536174,10,401,-0.7468099375654048,-0.8129825155028679,-0.23942668683574858,0.4850191163002698,0
0,0,0,-0.16632200492087346,-0.04016588678119628,2,766,-0.17639792727832906,0.85195706919905,0.2613668215286913,0.5481551927978453,1
5,0,0,0.16002225811727702,0.027085248248066147,12,522,-0.32307530135214857,-0.028082425571963766,-0.10588175127189794,0.26404284855875565,0
3,0,1,-1.0728338466935137,-0.8920135971518537,6,834,-0.8119998815982135,-0.47999459856248433,-0.9405375985459643,-0.5882941841585132,1
3,1,0,1.4291388365989734,1.1815630662504044,8,588,1.9911677118125588,1.7319965639700636,0.43942673561382545,-0.1147736104266972,1
2,1,0,0.014980363433654591,-0.47729826447140206,4,570,0.7688562611973965,-0.9319067715530049,-0.005723049599009974,0.705995384041784,1
2,1,0,-0.02128011023725102,0.30729831086999293,6,860,1.0459135233368333,0.6378934083088034,-0.23942668683574858,0.23247481030996792,1
4,1,1,0.12376178444637143,0.4866346709480261,4,655,1.1436984393860463,0.49518430104863903,0.3281392893106166,-0.3041818399194236,1
3,0,1,1.284096941915351,1.4393590838625772,4,457,-0.5838350774833831,-1.0508310276031418,0.4505554802441463,0.10620265731481696,1
5,1,1,-1.5442200044152867,-1.4300226773859532,14,863,-1.154247087770459,-0.8605522179229227,-1.3523011498678372,-1.345927102129419,1
3,0,1,0.34132462647180506,0.45300910343339484,4,742,0.5895839151071727,-0.07565212799201856,0.9290914993479444,0.9901077282808736,1
3,1,0,-0.5289267416299296,-0.17466815683972114,4,798,0.03546939082829907,0.11462668168820063,-0.3061991546176739,-0.39888595466578686,1
5,0,1,0.9940131525481061,0.45300910343339484,16,552,1.3718632435008766,0.3049054913684198,1.0069927117601907,0.5481551927978453,1
2,0,1,-0.16632200492087346,-0.2643363368787377,12,418,-1.1053546297458525,-0.12322183041207337,-0.2728129207267112,-0.17790968692427267,0
0,1,0,1.5016597839407846,0.8228903460943382,6,419,0.03546939082829907,-1.003261325183087,0.37265426783190014,1.5583324167590529,0
1,0,1,1.465399310269879,1.6859465789698727,2,668,2.4311998340340173,0.5665388546787212,1.062636434911795,-0.05163753392912172,1
2,0,0,1.4291388365989734,1.6074869214357332,8,608,0.5895839151071727,0.09084183047817322,2.075352196270996,2.15812514348602,1
5,0,0,0.5588874684972387,-0.11862554431533578,10,342,1.32297078547627,-0.5989188546126213,-0.050238028120293515,0.7691314605393594,0
4,0,1,1.1390550472317285,0.3521324008895012,8,817,-0.9423797696638309,0.7092479619388856,0.22798058763772863,1.8740127992469302,1
1,0,0,1.2478364682444454,1.6859465789698727,16,476,1.4533506735418875,-0.5751340034025939,1.9863222392284288,0.8322675370369349,0
0,0,0,0.12376178444637143,0.5763028509870427,6,881,1.420755701525483,-0.26593093767223774,0.5173279480260716,-0.27261380167063587,1
2,1,0,-0.3113638996044959,0.0831278607724515,12,838,-0.27418284332754206,-0.0042975743619363665,0.027663184291952685,-0.6829982989048765,1
3,0,0,0.7039293631808612,1.4057335163479459,4,406,0.4917989990579597,0.4000448962085294,1.0069927117601907,0.1377706955636047,1
1,1,1,0.08750131077546582,0.5202602384626573,12,778,-0.32307530135214857,-0.12322183041207337,0.5618429265473552,0.2956108868075434,1
5,0,1,-1.0728338466935137,-0.8359709846274683,14,799,-0.5838350774833831,-0.26593093767223774,-1.174241235782703,-1.1880869108854804,1
3,1,0,-0.13006153124996786,0.3297153558797471,20,716,0.8829386632548116,-0.5275643009825391,-0.45087283481184537,-0.1147736104266972,1
0,1,1,0.7764503105226724,0.5875113734919197,16,756,0.13325430687751205,0.043272128058118434,0.30588180004997484,0.16933873381239245,1
0,0,0,1.5741807312825957,0.5875113734919197,10,743,-0.3882652453849572,-0.7178431106627583,0.7844178191537728,2.757917870212987,1
3,0,0,0.16002225811727702,0.5090517159577802,20,731,1.0785084953532376,-0.38485519372237476,0.5729716711776761,-0.17790968692427267,1
3,0,0,-0.3113638996044959,-0.7126772370738206,2,833,0.7851537472055986,-1.1459704324432516,0.15007937522548243,-0.4620220311633623,1
4,0,0,-0.02128011023725102,-0.3876300844323855,8,470,0.7851537472055986,0.6378934083088034,-0.01685179422933086,-0.020069495680333987,0
5,1,1,0.16002225811727702,0.7108051210455675,20,734,0.019171904820096907,-0.7178431106627583,-0.3729716223995992,0.8322675370369349,1
0,1,0,-0.7102291099844577,-0.5893834895201728,12,620,0.11695682086930989,-1.1459704324432516,-0.6957052166789048,-0.39888595466578686,1
0,0,1,0.6676688895099556,-0.051374409286073355,8,812,1.3066732994680679,-0.07565212799201856,0.6953878621112058,0.4850191163002698,1
4,1,1,0.0512408371045602,-0.09620849930558165,12,459,0.426609055025151,-1.1459704324432516,-0.4953878133331289,0.6112912692954208,0
0,1,1,1.7554830996371238,1.9885766866015537,10,704,-0.029720553204509587,1.7319965639700636,1.6858461342097646,0.011498542568453752,1
1,1,1,-1.2178757413771362,-1.2058522272884118,6,391,-0.46975267542596805,-0.8129825155028679,-1.0184388109582105,-1.3143590638806313,0
4,1,0,1.1027945735608229,1.5962783989308562,4,421,-0.665322507524394,1.7082117127600362,1.3519837953001381,1.2426520342711755,1
5,1,0,-0.7464895836553632,-0.9144306421616079,14,796,-0.5512401054669789,-0.26593093767223774,-0.5732890257453751,-0.2094777251730604,1
4,1,0,1.5379202576116902,1.730780668989381,10,607,2.740852068189859,2.8023148684212966,1.641331155688481,1.2742200725199633,1
3,0,0,1.646701678624407,0.6211369410065509,14,376,-0.7957023955900113,0.42382974741855683,1.2295676043666084,1.1163798812760246,0
0,1,1,-0.45640579428811834,-0.7126772370738206,8,424,-0.86089233962282,0.1859812353182828,-0.005723049599009974,-0.24104576342184814,0
5,1,1,0.7764503105226724,0.6659710310260593,6,442,-0.6979174795407983,0.5427540034686938,1.4855287308639886,0.705995384041784,0
5,0,0,0.23254320545908824,0.30729831086999293,14,448,-0.07861301122911608,-0.31350064009229256,0.4505554802441463,0.6112912692954208,0
0,1,1,-1.3629176360607587,-1.3627715423566906,2,638,-0.9260822836556286,-1.0270461763931145,-1.3523011498678372,-1.0618147578903294,1
3,0,0,-1.2178757413771362,-1.0377243897152557,6,710,-0.665322507524394,-0.9556916227630323,-0.9850525770672479,-1.0302467196415415,1
4,0,1,-1.2178757413771362,-1.1273925697542722,20,641,-0.4860501614341702,-0.9081219203429776,-1.1964987250433448,-1.0933827961391172,1
2,0,0,0.12376178444637143,0.5987198959967968,10,348,0.32882413897593804,1.1135904325093513,0.27249556615901216,0.3903150015539066,0
5,0,0,1.5016597839407846,0.5650943284821656,20,519,0.34512162498414023,2.754745166001242,1.5634299432762349,1.779308684500567,0
4,0,1,1.6104412049535015,2.2575812267186035,10,517,0.5732864290989705,2.4455421002708855,1.4076275184517424,0.579723231046633,0
3,0,0,0.34132462647180506,0.8453073911040924,6,375,-0.1112079832455204,1.3514389446096253,0.36152552320157927,-0.020069495680333987,0
2,1,1,-1.3991781097316642,-1.2843118848225512,10,426,-1.1216521157540547,-0.9556916227630323,-1.2187562143039865,-1.0933827961391172,0
4,1,1,-0.673968636313552,-0.3764215619275084,14,785,-0.6490250215161919,-0.40864004493240214,-0.6400614935273005,-0.2094777251730604,1
4,0,0,-1.0003128993517025,-0.7014687145689436,20,373,-0.5023476474423724,-0.8367673667128953,-0.9961813216975688,-1.0933827961391172,0
1,1,0,0.3775851001427107,0.5875113734919197,6,476,1.0948059813614397,1.2325146885594884,0.038791928922273566,0.20090677206118018,0
1,1,1,-1.0728338466935137,-1.0377243897152557,18,320,-0.7794049095818092,-0.5989188546126213,-1.1408550018917403,-0.8724065283976029,0
4,1,0,0.812710784193578,0.9013500036284777,18,657,1.2088883834188549,-1.0508310276031418,0.28362431078933303,1.2426520342711755,1
1,0,1,-1.6167409517570979,-1.4524397223957073,12,868,-1.1379496017622568,-1.0270461763931145,-1.452459851540725,-1.4406312168757822,1
1,0,1,0.3050641528008995,-0.10741702181045872,6,345,-0.5186451334505745,1.0660207300892965,0.6731303728505641,0.20090677206118018,0
0,0,0,-1.7255223727698148,-1.6317760824737404,6,472,-1.1053546297458525,-1.1221855812332242,-1.5748760424742547,-1.5353353316221454,0
4,0,1,-0.13006153124996786,-0.6005920120250499,20,613,-0.32307530135214857,0.257335788948365,-0.12813924053253972,-0.5882941841585132,1
5,0,1,-0.13006153124996786,-0.2307107693641065,14,769,0.9644260932958225,0.8995267716191048,-0.3061991546176739,-0.4304539929145746,1
1,1,0,0.5588874684972387,0.9237670486382319,20,741,0.6873688311563857,0.8757419204090774,1.2073101151059666,0.9585396900320858,1
4,0,1,-0.20258247859177908,0.1952130858212222,14,889,-1.0401646857130438,-0.8129825155028679,0.0054056950313109125,0.3271789250563311,1
0,0,1,-1.4716990570734754,-1.2618948398127972,10,683,-0.9423797696638309,-0.9794764739730597,-1.26327119282527,-1.4090631786269945,1
0,0,1,-0.6377081626426464,-0.8359709846274683,18,780,-0.4860501614341702,-0.5275643009825391,-0.6511902381576213,-0.6514302606560888,1
3,1,0,-1.5804804780861923,-1.542107902434724,8,538,-1.0890571437376504,-0.9556916227630323,-1.4969748300620087,-1.4406312168757822,0
1,0,0,0.08750131077546582,-0.2531278143738606,10,721,-0.9912722276884373,0.9233116228291322,-0.10588175127189794,-0.39888595466578686,1
3,0,1,0.5226269948263331,0.03829377075294322,14,467,1.3555657574926745,1.0184510276692418,0.3949117570925419,-0.5251581076609377,0
2,0,0,-1.4354385834025698,-1.385188587366445,6,551,-0.8934873116392243,-1.0984007300231966,-1.2410137035646283,-1.2512229873830558,1
2,0,0,0.6676688895099556,-0.006540319266565068,14,803,0.6710713451481835,-0.3610703425123473,0.5284566926563925,0.5481551927978453,1
0,1,0,-0.7102291099844577,-0.7238857595786976,10,361,0.08436184885290557,-1.0984007300231966,-0.8403788968730764,-0.9671106431439661,0
1,0,1,1.356617889257162,1.7756147590088893,6,708,2.1867375439109846,-0.07565212799201856,1.4187562630820634,1.4004922255151142,1
4,1,1,1.3928783629280679,0.6771795535309363,18,766,1.0296160373286312,2.516896653900968,2.1866396425742045,2.6000776789690483,1
1,0,1,-0.38388484694630715,-0.3764215619275084,2,464,0.34512162498414023,0.20976608652831022,-0.2728129207267112,0.07463461906602922,0
5,1,0,-1.1816152677062306,-1.1834351822786575,2,517,-1.154247087770459,-1.0984007300231966,-0.9627950878066062,-1.0302467196415415,0
3,0,1,-1.4716990570734754,-1.407605632376199,6,747,-0.9749747416802351,-1.0984007300231966,-1.3300436606071953,-1.345927102129419,1
1,0,0,0.812710784193578,1.103103408716265,6,596,0.2636341949431294,-0.8129825155028679,0.7621603298931311,0.2956108868075434,1
3,0,0,0.26880367912999387,0.5090517159577802,2,335,0.03546939082829907,1.3752237958196527,0.6397441389596014,0.705995384041784,1
5,0,1,-1.3991781097316642,-1.3627715423566906,4,889,-0.86089233962282,-0.9081219203429776,-1.4079448730194415,-1.3774951403782068,1
2,0,1,-1.3991781097316642,-1.418814154881076,4,874,-0.86089233962282,-0.8367673667128953,-1.4190736176497625,-1.2512229873830558,1
0,1,1,0.3775851001427107,1.0134352286772483,4,394,-0.07861301122911608,0.23355093773833763,0.7844178191537728,-0.1147736104266972,1
2,1,1,1.1390550472317285,1.5290272639015938,20,420,-0.9260822836556286,-0.8129825155028679,1.8861635375555408,1.6214684932566283,0
2,0,1,0.5588874684972387,1.1479374987357733,20,848,0.7036663171645878,0.8995267716191048,0.28362431078933303,-0.14634164867548494,1
0,1,1,0.9577526788772005,0.3409238783846241,16,788,-0.8934873116392243,0.7092479619388856,1.3631125399304589,0.3271789250563311,1
1,1,0,-1.0003128993517025,-1.1161840472493951,8,509,-0.5512401054669789,-1.1459704324432516,-1.0518250448491733,-0.619862222407301,0
4,1,1,0.4863665211554275,1.0134352286772483,6,899,-1.1868420597868632,1.565502605499872,0.6397441389596014,0.579723231046633,1
4,0,1,0.6314084158390499,0.10554490578220564,12,466,0.05176687683650124,-0.05186727678199116,0.5618429265473552,0.5481551927978453,0
5,1,1,-1.326657162389853,-1.1834351822786575,2,595,-0.958677255672033,-1.0270461763931145,-1.3300436606071953,-1.0618147578903294,1
1,0,0,-0.7827500573262688,-0.9144306421616079,12,322,-0.86089233962282,-0.6702734082427035,-0.6957052166789048,-0.8724065283976029,0
3,1,0,0.7401898368517668,0.45300910343339484,2,691,-0.14380295526192474,0.614108557098776,0.038791928922273566,-0.3041818399194236,1
3,0,1,1.3928783629280679,1.3272738588138064,10,379,0.4755015130497575,2.5406815051109954,1.3519837953001381,1.5267643785102651,0
0,1,0,1.4291388365989734,1.2263971562699127,18,531,0.8503436912384074,-0.33728549130231994,0.8957052654569817,0.16933873381239245,0
5,0,0,0.7401898368517668,0.77805625607483,4,631,0.1495517928857142,0.5427540034686938,-0.027980538859651745,1.6214684932566283,1
0,1,1,0.7039293631808612,0.41938353591876365,10,330,2.0237626838289633,1.089805581299324,0.1723368644861242,-0.1147736104266972,0
5,1,0,1.5379202576116902,1.6074869214357332,16,383,1.714110449673122,2.0174147784903926,1.730361112731048,0.26404284855875565,0
0,1,1,0.4138455738136163,0.5426772834724114,16,678,1.0622110093450354,-0.5989188546126213,0.4950704587654299,0.20090677206118018,1
1,1,1,-0.20258247859177908,-0.01774884177144214,8,894,0.6873688311563857,0.35247519378847464,-0.6066752596363378,-0.7777024136512397,1
5,0,0,-0.38388484694630715,-0.09620849930558165,4,708,-1.056462171721246,-0.7178431106627583,0.08330690744355711,0.10620265731481696,1
3,1,0,0.6676688895099556,0.7108051210455675,2,433,0.5732864290989705,-0.6940582594527309,0.9290914993479444,0.45345107805148205,1
4,0,0,-0.49266626795902396,-0.6902601920640664,14,302,-0.12750546925372258,-0.26593093767223774,-0.784735173721472,-0.24104576342184814,0
4,1,0,-1.5442200044152867,-1.3739800648615679,14,736,-0.8282973676064157,-1.003261325183087,-1.4413311069104042,-1.4090631786269945,1
2,0,1,-0.3476243732754015,-0.7126772370738206,6,323,0.6547738591399813,-0.9081219203429776,-0.061366772750614404,-0.24104576342184814,0
4,1,0,-1.145354794035325,-1.2058522272884118,12,670,-0.86089233962282,-0.45620974735245695,-1.1297262572614195,-0.8408384901488152,1
3,0,0,0.23254320545908824,0.6883880760358133,12,609,0.2636341949431294,1.4703632006597624,0.10556439670419888,0.011498542568453752,1
4,0,0,0.6676688895099556,1.0470607961918796,18,349,1.8933827957633458,-1.1459704324432516,0.10556439670419888,1.432060263763902,0
5,0,1,-1.5804804780861923,-1.4972738124152156,2,319,-1.154247087770459,-0.8843370691329501,-1.4190736176497625,-1.345927102129419,0
1,0,0,-0.2751034259335903,0.15037899580171393,14,391,-0.22529038530293558,-0.6464885570326762,-0.08362426201125617,-0.7145663371536642,0
4,0,0,0.014980363433654591,0.43059205842364073,10,755,-0.5838350774833831,-1.003261325183087,-0.2060404529447859,-0.7145663371536642,1
1,0,0,-0.3113638996044959,-0.29796190439336895,6,354,0.019171904820096907,0.1859812353182828,0.1612081198558033,-0.4304539929145746,0
3,0,1,-1.0003128993517025,-0.6790516695591894,2,877,-0.3556702733685529,-0.8367673667128953,-0.9405375985459643,-0.5567261459097255,1
1,0,0,-0.5651872153008352,-0.7014687145689436,16,312,-0.12750546925372258,0.3049054913684198,-0.7179627059395467,-0.5882941841585132,0
0,1,0,0.7764503105226724,0.11675342828708273,14,746,0.37771659700054455,-0.21836123525218296,0.9624777332389071,0.9901077282808736,1
3,1,0,0.3050641528008995,0.5314687609675344,16,313,0.6384763731317792,0.7806025155689678,0.87344777619634,0.45345107805148205,0
2,1,0,-0.5651872153008352,-0.21950224685922942,14,857,-0.6164300494997875,-0.5513491521925665,-0.684576472048584,-0.9355426048951784,1
2,0,0,0.9940131525481061,0.38575796840413246,20,504,1.2088883834188549,-1.0270461763931145,0.383783012462221,-0.08320557217790946,0
